# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf1_model
# start_datetime = 2023-07-05 12:11:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf1.data.r
# init = 2 (Default)
# random
#   seed = 757134845 (Default)
# output
#   file = examples\cf\cf1_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mean
-251.154,0.99926,0.0243974,8,383,0,252.018,0.214003,3.86448,1.00267,1.82968
-251.384,0.996478,0.0243974,8,255,0,252.351,4.6683,0.705243,-1.36015,1.93213
-251.267,0.97758,0.0243974,8,255,0,251.763,-2.028,-2.57617,-3.32767,1.89679
-251.474,0.757008,0.0243974,2,3,0,252.581,-2.05361,-2.55708,-3.27843,1.97279
-251.524,0.921974,0.0243974,7,133,0,252.932,-3.10859,-0.176694,1.15818,1.70744
-252.197,0.910232,0.0243974,7,255,0,253.735,-3.36698,-1.33941,-2.42081,2.08895
-251.186,0.999982,0.0243974,8,255,0,251.997,-1.26203,-2.77974,-1.5595,1.94861
-251.179,0.904857,0.0243974,2,3,0,251.883,-1.2135,-2.75664,-1.56403,1.78115
-251.457,0.921835,0.0243974,7,199,0,253.144,-1.64004,-3.5808,-4.03193,1.84071
-251.126,0.978677,0.0243974,6,79,0,251.655,-1.7229,-2.29924,-2.0385,1.92285
-251.608,0.914835,0.0243974,6,89,0,252.675,-0.513279,-5.58533,-1.08747,1.77936
-252.279,0.721519,0.0243974,8,255,0,253.059,2.55289,2.73761,-5.30127,1.68755
-251.674,0.813869,0.0243974,8,255,0,252.879,-3.73852,-1.83128,-4.94388,1.90239
-251.543,0.707668,0.0243974,7,255,0,253.033,-3.24817,-1.55448,-3.29781,1.7514
-251.151,0.92632,0.0243974,6,101,0,252.214,-1.90283,-2.20603,-2.27493,1.92277
-253.033,0.601416,0.0243974,5,63,0,258.366,-3.06773,-1.32409,-2.50355,1.55842
-252.37,0.862759,0.0243974,6,63,0,253.272,-4.26108,-0.696364,-1.3426,1.62466
-251.555,0.473922,0.0243974,3,11,0,253.427,-4.14175,-0.743189,-1.34671,1.7314
-251.681,0.668666,0.0243974,7,127,0,252.576,-0.159769,-4.52604,0.993009,1.71613
-251.678,0.851014,0.0243974,7,255,0,252.679,-4.3556,0.690833,4.88458,1.87559
-253.268,0.501751,0.0243974,7,191,0,254.677,-2.0094,3.77712,9.32127,1.73153
-253.584,0.974257,0.0243974,6,63,0,253.877,-2.53249,3.35498,10.2332,1.73678
-253.198,0.522149,0.0243974,7,127,0,256.578,-0.90179,5.641,7.14071,2.05371
-252.397,0.999786,0.0243974,4,19,0,252.747,-0.913967,5.45547,6.88709,1.90097
-250.922,0.966981,0.0243974,7,159,0,252.968,1.30355,1.86458,-0.556088,1.87449
-251.414,0.841969,0.0243974,6,71,0,253.136,1.34938,-0.190476,1.96516,1.70813
-251.135,0.962435,0.0243974,7,127,0,252.93,-1.25056,-2.5962,-1.30311,1.94359
-252.566,0.889998,0.0243974,8,255,0,253.082,-4.03844,0.582861,3.98324,1.62939
-252.91,0.94249,0.0243974,7,211,0,253.469,-3.0939,1.4583,6.14064,1.62879
-251.425,0.93056,0.0243974,7,127,0,253.496,-3.25657,0.119282,2.12807,1.73962
-251.394,0.732691,0.0243974,7,191,0,253.273,0.417606,-4.04946,3.55156,1.86048
-251.216,0.821301,0.0243974,7,127,0,253.159,0.25313,-3.46246,2.76588,1.88943
-251.033,0.905224,0.0243974,7,199,0,252.141,-1.93977,-0.590469,0.799247,1.94462
-251.236,0.947389,0.0243974,7,157,0,252.211,-2.54132,0.540622,3.17121,1.79732
-251.285,0.928531,0.0243974,6,67,0,252.084,-1.24497,0.539078,2.40877,1.73763
-251.285,0.888131,0.0243974,7,255,0,253.577,1.14164,3.84982,-2.49322,1.90188
-251.59,0.956321,0.0243974,7,211,0,251.913,0.0544205,5.81993,1.49424,1.81096
-252.006,0.9788,0.0243974,7,237,0,252.262,-0.51776,5.92199,4.93835,1.87218
-252.183,0.657497,0.0243974,5,39,0,254.238,-0.892486,4.08163,5.6464,2.0036
-250.976,0.895176,0.0243974,6,93,0,253.493,-1.82954,0.179348,2.18054,1.85242
-250.972,0.994777,0.0243974,8,255,0,251.073,-1.96445,-0.406594,1.01052,1.80925
-253.692,0.794331,0.0243974,6,63,0,255.369,-2.34156,-0.110398,1.23585,1.49435
-252.128,0.996072,0.0243974,5,35,0,254.532,-0.60395,-1.367,1.28804,2.11364
-252.593,0.990696,0.0243974,5,39,0,253.228,-1.23839,-0.731291,0.664632,1.57026
-250.89,1,0.0243974,2,3,0,252.568,-1.26871,-0.797624,0.819257,1.83121
-252.659,0.91328,0.0243974,7,167,0,253.817,0.532251,4.41095,-0.213593,2.13414
-251.056,0.628694,0.0243974,5,49,0,256.982,0.942479,2.06749,0.000618872,1.94919
-251.761,0.86155,0.0243974,6,65,0,253.271,0.288469,5.3969,0.17239,1.72923
-251.778,0.295042,0.0243974,7,135,0,254.977,0.146493,6.08884,1.07343,1.9654
-251.778,0.000280567,0.0243974,1,1,0,254.608,0.146493,6.08884,1.07343,1.9654
-252.211,0.490716,0.0243974,6,63,0,253.339,0.304498,5.88884,0.259065,2.0522
-252.211,0.00650497,0.0243974,1,1,0,255.719,0.304498,5.88884,0.259065,2.0522
-251.442,0.747401,0.0243974,6,95,0,253.209,0.875615,2.65317,-0.304631,2.01852
-251.678,0.986168,0.0243974,6,127,0,251.862,0.436178,2.67355,0.509186,1.67533
-251.922,0.899151,0.0243974,2,3,0,252.994,0.429677,2.69915,0.48595,1.64571
-251.519,0.995816,0.0243974,4,19,0,252.157,0.575652,2.64278,0.510167,2.03149
-252.812,0.935659,0.0243974,6,115,0,253.653,0.508912,3.65095,-0.287434,1.57058
-251.623,0.879614,0.0243974,6,89,0,255.08,1.60338,3.98145,-4.55735,1.82642
-251.952,0.861184,0.0243974,4,17,0,252.21,1.57483,3.88993,-4.40312,1.72286
-252.291,0.570521,0.0243974,2,7,0,253.773,1.60104,3.9761,-4.30871,2.05719
-253.08,0.508012,0.0243974,6,63,0,254.866,4.77593,1.36953,-4.41286,2.12791
-251.723,0.548456,0.0243974,4,19,0,253.541,4.16031,1.43563,-4.00701,1.96567
-251.837,0.186877,0.0243974,6,73,0,255.632,2.117,2.49652,-3.24701,2.03811
-251.306,0.998521,0.0243974,8,255,0,252.071,-0.985161,-3.14663,-1.12285,1.97709
-251.179,0.999933,0.0243974,7,127,0,251.387,-2.42888,-0.747454,0.158495,1.97397
-251.166,0.908176,0.0243974,8,255,0,252.824,-0.427954,2.65274,3.03686,1.9016
-250.956,0.960652,0.0243974,7,179,0,251.971,0.0647605,1.49948,1.72156,1.81867
-251.342,0.883611,0.0243974,5,55,0,254.634,0.404774,3.66891,0.492422,1.9775
-251.934,0.812695,0.0243974,5,47,0,253.131,0.498527,3.04405,0.130987,1.64853
-252.968,0.930595,0.0243974,6,103,0,255.045,1.06488,-3.09189,4.88623,1.59373
-251.518,0.985017,0.0243974,2,3,0,253.03,0.999022,-3.0677,4.95161,1.88691
-251.829,0.999502,0.0243974,6,63,0,251.88,1.51689,-2.91394,6.30491,1.88477
-253.456,0.797972,0.0243974,6,77,0,254.354,3.5582,-1.81853,8.5435,2.0728
-253.345,0.903843,0.0243974,7,227,0,254.791,4.65276,-0.619648,4.45636,1.57329
-252.905,0.495176,0.0243974,6,105,0,255.254,4.64412,-0.412545,4.03875,2.12284
-251.637,0.990157,0.0243974,8,255,0,252.842,1.51149,-2.10353,4.94291,1.76344
-250.941,0.912228,0.0243974,6,91,0,254.067,-0.0738186,-0.722582,1.75719,1.81053
-251.174,0.990495,0.0243974,6,111,0,251.729,-0.329064,-1.98144,1.32407,1.97609
-256.024,0.686193,0.0243974,2,3,0,256.404,-0.490273,-2.04293,1.36739,2.36898
-251.262,0.974673,0.0243974,3,7,0,257.149,-0.235625,-2.09374,1.24233,1.73567
-251.41,0.982278,0.0243974,7,147,0,252.063,-2.74248,-1.60871,-2.42897,1.98289
-251.524,0.990122,0.0243974,8,255,0,251.955,1.75234,-1.90664,5.15668,1.81561
-251.917,0.672496,0.0243974,7,255,0,252.445,0.345279,-5.76259,3.93518,1.94548
-253.369,0.375855,0.0243974,6,117,0,257.061,1.13458,-5.90596,8.42095,1.72017
-253.369,0.149346,0.0243974,1,1,0,253.894,1.13458,-5.90596,8.42095,1.72017
-251.562,0.684786,0.0243974,7,127,0,254.58,0.128209,-3.92449,2.49414,1.99099
-251.068,0.838984,0.0243974,6,127,0,254.053,-0.580197,-0.591342,1.42039,1.76348
-251.11,0.984893,0.0243974,5,63,0,252.164,-0.930495,0.267537,2.20943,1.96049
-250.985,0.986014,0.0243974,4,31,0,251.858,-0.555023,0.0645906,1.96818,1.93233
-251.088,0.997707,0.0243974,4,31,0,251.176,-0.399993,0.0953148,1.80035,1.76223
-251.053,0.968085,0.0243974,3,7,0,253.303,-0.591117,-0.210171,1.83209,1.95632
-251.402,0.987894,0.0243974,5,55,0,251.841,0.172628,-0.377867,1.76759,1.70236
-251.426,0.957443,0.0243974,6,91,0,253.136,-0.341888,3.13005,3.04253,1.9724
-251.686,0.880522,0.0243974,7,255,0,254.273,0.534088,4.41182,-0.336962,2.01934
-251.82,0.952315,0.0243974,7,127,0,252.391,-0.221877,5.92407,3.10323,1.78881
-252.249,0.260668,0.0243974,6,63,0,254.701,-0.342627,4.71319,3.66961,2.05474
-252.512,0.616484,0.0243974,7,127,0,254.778,-3.57196,1.16499,6.20607,2.04477
-252.844,0.85803,0.0243974,7,127,0,254.139,0.447147,-5.28139,3.9859,1.62434
-251.233,0.981579,0.0243974,7,127,0,252.906,-0.364426,-2.3932,1.11104,1.98318
-251.279,0.998201,0.0243974,8,255,0,251.488,-1.07946,-2.41644,-0.617107,1.99135
-250.973,0.858137,0.0243974,7,255,0,253.454,-1.7716,-1.35399,-0.47991,1.91882
-251.031,0.98576,0.0243974,6,99,0,251.481,-2.29257,-1.5647,-1.74006,1.84713
-250.904,0.999962,0.0243974,8,255,0,251.176,0.0138005,-1.07287,1.87115,1.85634
-253.543,0.916426,0.0243974,7,139,0,256.197,-2.2593,3.41683,9.74214,2.02252
-253.249,0.757213,0.0243974,5,49,0,257.481,-1.75103,4.24214,9.16258,1.73448
-252.823,0.5878,0.0243974,5,35,0,254.972,-1.99877,3.23679,8.1964,1.72682
-253.312,0.795227,0.0243974,7,127,0,255.334,-2.85179,1.5012,6.41685,2.13573
-251.385,0.966453,0.0243974,7,127,0,254,-0.682714,-1.71129,0.853177,2.0215
-251.041,0.940597,0.0243974,6,87,0,252.728,-2.65027,-0.775535,-0.253045,1.80233
-250.92,0.998422,0.0243974,7,255,0,251.244,-1.12311,-0.260236,1.52931,1.82158
-251.483,0.967528,0.0243974,7,127,0,251.654,-3.82663,-0.528499,-0.294321,1.72805
-251.129,0.729098,0.0243974,7,255,0,252.703,-3.14129,-1.04166,-1.46121,1.81093
-251.946,0.774141,0.0243974,5,57,0,252.577,-3.8024,-0.892536,-1.32971,2.06407
-251.546,0.982275,0.0243974,5,57,0,252.147,-2.81193,-0.809292,-0.578226,1.69745
-250.929,0.835888,0.0243974,6,111,0,252.554,-0.385323,-2.14989,1.04461,1.87301
-250.941,0.933347,0.0243974,6,103,0,252.488,-1.59613,-1.64392,-0.785255,1.83866
-251.476,0.969565,0.0243974,7,255,0,251.961,-0.257974,-3.49656,0.819863,1.72188
-251.532,0.908918,0.0243974,6,115,0,252.823,-2.04073,-2.03366,-2.43355,1.71661
-251.253,0.917151,0.0243974,7,147,0,252.515,-2.56833,-0.66936,0.0226152,1.74175
-251.364,0.926962,0.0243974,7,127,0,251.631,-4.31641,-0.988126,-2.44654,1.81862
-251.621,0.473467,0.0243974,7,255,0,254.166,-2.38904,1.57984,5.65773,1.88342
-253.244,0.629841,0.0243974,2,3,0,254.59,-2.36062,1.7049,5.60312,1.57851
-253.244,0.665448,0.0243974,1,1,0,254.463,-2.36062,1.7049,5.60312,1.57851
-252.013,0.634311,0.0243974,2,3,0,256.768,-2.30136,1.66472,5.54979,1.71868
-251.228,0.97275,0.0243974,7,127,0,252.422,-0.577669,2.70969,3.3881,1.8228
-251.616,0.933999,0.0243974,7,253,0,252.355,-1.67026,1.46718,4.18134,1.73078
-251.222,0.909048,0.0243974,7,191,0,253.162,2.88331,1.43537,-2.20048,1.93813
-251.251,0.737172,0.0243974,7,255,0,253.28,1.44893,3.3328,-2.95288,1.87613
-251.494,0.943465,0.0243974,7,255,0,252.463,-1.66402,2.00483,5.17496,1.83889
-250.948,0.984171,0.0243974,7,183,0,252.718,-1.64684,-1.69514,-0.904668,1.88696
-252.519,0.965004,0.0243974,7,127,0,255.565,-3.17478,-2.91176,-7.26053,1.98366
-252.555,0.765046,0.0243974,7,127,0,253.252,-2.89184,-3.21723,-7.54679,1.75694
-251.401,0.896826,0.0243974,7,127,0,252.83,-3.07333,-1.89305,-3.91949,1.89847
-251.928,0.680222,0.0243974,5,63,0,253.238,-2.44008,-2.15974,-3.58542,1.68451
-252.207,0.714533,0.0243974,6,105,0,257.556,-2.82124,-2.93178,-6.2895,1.98176
-251.49,0.982119,0.0243974,6,127,0,252.562,-2.93134,-1.94842,-3.7603,1.95119
-251.893,0.916978,0.0243974,5,63,0,252.457,-2.99552,-2.22427,-4.92463,1.7382
-251.289,0.983725,0.0243974,7,127,0,252.069,-1.79383,-2.9644,-3.44382,1.87379
-251.162,0.898567,0.0243974,7,127,0,252.155,-3.55895,-0.87346,-1.29422,1.81438
-252.666,0.787143,0.0243974,7,255,0,253.258,-1.07714,3.98957,6.35004,2.05271
-250.936,0.99582,0.0243974,7,127,0,252.74,0.150693,1.7316,1.57531,1.83625
-251.732,0.953146,0.0243974,6,95,0,252.4,0.468008,1.68751,0.869225,1.659
-251.402,0.990322,0.0243974,6,111,0,252.424,-0.685437,0.687373,2.18114,1.70999
-251.896,0.956271,0.0243974,7,131,0,253.878,-1.77078,-0.92749,0.446054,2.08843
-251.395,0.994809,0.0243974,6,67,0,252.275,-1.65604,-1.9674,-1.24826,2.00985
-251.948,0.880868,0.0243974,1,1,0,251.966,-1.6726,-1.98418,-1.23362,2.08513
-255.594,0.705287,0.0243974,4,23,0,256.607,-1.2437,-2.71016,-1.02724,2.34337
-251.253,1,0.0243974,3,11,0,255.368,-1.33526,-2.50808,-1.37381,1.97512
-251.253,0.437625,0.0243974,1,3,0,254.753,-1.33526,-2.50808,-1.37381,1.97512
-251.376,0.956651,0.0243974,6,79,0,252.241,-1.37014,-3.84175,-3.38566,1.87808
-251.237,0.897079,0.0243974,7,255,0,252.001,-3.15207,-0.817277,-0.609669,1.96645
-251.392,0.799781,0.0243974,7,127,0,252.233,-3.91091,-0.172854,1.07628,1.7523
-251.362,0.971121,0.0243974,5,43,0,251.504,-4.09467,-0.168484,1.07654,1.76642
-251.298,0.708929,0.0243974,4,25,0,252.637,-4.7291,-0.106354,1.34683,1.84978
-251.197,0.259355,0.0243974,6,63,0,253.384,-3.39925,-0.374705,0.675655,1.94937
-252.709,0.663667,0.0243974,2,3,0,252.781,-3.39528,-0.428496,0.697407,2.15227
-252.086,1,0.0243974,2,3,0,252.913,-3.39636,-0.262893,0.744486,1.63736
-253.329,0.892588,0.0243974,7,191,0,254.282,-0.418794,4.95121,4.22694,2.15341
-253.507,0.853699,0.0243974,7,127,0,255.124,3.60405,0.141076,1.00853,1.51697
-251.346,0.829172,0.0243974,6,79,0,254.892,1.62077,0.687264,0.597947,1.71184
-252.909,0.964495,0.0243974,7,141,0,253.665,1.24866,-4.01519,6.67135,1.65774
-251.927,0.738007,0.0243974,5,57,0,255.833,1.25499,-3.51144,6.21342,1.80659
-251.28,0.951254,0.0243974,7,191,0,252.526,1.49931,-1.467,4.11125,1.91177
-251.422,0.993396,0.0243974,8,511,0,251.672,-2.7163,-1.9564,-3.53278,1.78138
-250.913,0.967134,0.0243974,7,127,0,252.372,0.988708,1.24984,0.675178,1.9109
-251.969,0.906207,0.0243974,3,15,0,253.203,1.22497,1.37128,0.418003,2.09779
-252.786,0.893186,0.0243974,6,91,0,255.005,2.52544,2.38928,-4.42846,1.60552
-251.61,0.868606,0.0243974,7,255,0,254.511,-0.658149,3.85145,4.46839,1.93356
-251.274,0.994252,0.0243974,7,127,0,251.73,-1.00695,2.23098,4.08906,1.84257
-252.347,0.966946,0.0243974,7,189,0,252.985,1.35108,5.94068,-6.11323,1.9131
-252.347,0.49146,0.0243974,1,1,0,252.712,1.35108,5.94068,-6.11323,1.9131
-252.066,0.894892,0.0243974,7,127,0,252.866,2.20848,3.82464,-6.5775,1.86915
-252.389,0.388593,0.0243974,3,11,0,254.93,2.24459,3.81807,-6.81879,1.75123
-252.686,0.746753,0.0243974,4,23,0,253.457,2.13981,3.79257,-6.43363,1.68174
-251.895,0.810449,0.0243974,8,255,0,253.112,-1.13461,-5.65825,-4.56548,1.85445
-252.975,0.370189,0.0243974,7,127,0,254.561,-3.92068,-1.35671,-3.17005,2.14918
-251.06,0.96789,0.0243974,7,127,0,252.84,-1.02935,-0.372065,1.38481,1.7678
-250.898,0.95412,0.0243974,5,51,0,253.05,-0.564826,-1.67954,0.894108,1.84275
-251.696,0.904196,0.0243974,3,15,0,253.177,-0.45245,-1.35818,1.04714,1.66165
-251.691,0.986858,0.0243974,3,7,0,252.409,-0.518928,-1.49558,1.28815,2.06425
-251.186,0.990647,0.0243974,6,107,0,252.558,0.659453,-2.22102,3.37462,1.90996
-250.87,0.998912,0.0243974,7,127,0,251.259,-0.777741,-0.503675,1.47023,1.86195
-251.019,0.987845,0.0243974,3,7,0,251.28,-0.778446,-0.56067,1.34013,1.77658
-251.93,0.979523,0.0243974,6,75,0,252.179,-3.28007,-0.168478,1.51916,2.07178
-251.726,0.936999,0.0243974,7,255,0,254.008,-3.49493,-1.43249,-3.28592,1.72052
-251.402,0.884481,0.0243974,6,79,0,252.594,-2.39354,-2.32062,-3.61649,1.938
-251.522,0.754749,0.0243974,5,63,0,253.089,-2.58316,-1.84403,-3.02686,1.73657
-251.183,0.988866,0.0243974,7,173,0,252.886,-2.21403,-0.587663,0.448543,1.74965
-251.018,0.885179,0.0243974,6,95,0,252.798,-0.976394,-2.89734,-0.951574,1.87737
-250.991,0.999831,0.0243974,8,511,0,251.138,-2.9169,-0.712052,-0.209639,1.86734
-251.185,0.872605,0.0243974,5,45,0,252.262,-4.14898,-0.379143,0.327784,1.90084
-250.965,0.846922,0.0243974,7,159,0,251.653,-1.35474,-1.23662,0.122996,1.7983
-250.933,0.998328,0.0243974,8,255,0,251.123,1.50643,1.69393,-0.663526,1.88825
-252.401,0.870577,0.0243974,7,127,0,253.186,-1.88008,-2.00764,-1.64671,2.12781
