# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = gauss_model
# start_datetime = 2024-03-21 15:26:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 50000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1757963710 (Default)
# output
#   file = examples\randomwalk\gaussMCMC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,step,x
-1.34374,0.710951,1.28819,1,1,0,1.39753,-1.63935,-10
-0.137493,1,1.28819,1,1,0,0.917989,-0.524391,-10
-0.796552,0.792159,1.28819,1,1,0,0.805007,-1.26218,-10
-0.796552,0.638528,1.28819,1,1,0,1.77407,-1.26218,-10
-0.0192303,0.738289,1.28819,2,3,0,2.10969,-0.196114,-10
-0.0192303,0.301099,1.28819,1,3,0,3.74351,-0.196114,-10
-0.169259,0.95577,1.28819,2,3,0,0.22329,0.581823,10
-0.875037,0.779183,1.28819,1,1,0,0.888382,1.3229,10
-0.00625288,0.904244,1.28819,2,3,0,1.25849,-0.111829,-10
-1.43313,0.683797,1.28819,1,3,0,1.48531,-1.693,-10
-0.604199,1,1.28819,1,1,0,1.26878,-1.09927,-10
-0.842256,0.919286,1.28819,1,1,0,1.02507,-1.29789,-10
-1.2588,0.86307,1.28819,1,1,0,1.50419,-1.5867,-10
-0.000843432,0.857873,1.28819,2,3,0,1.98261,0.0410714,-10
-0.163563,0.917598,1.28819,2,3,0,0.357383,0.571949,10
-0.00865605,1,1.28819,1,3,0,0.109257,0.131575,-10
-0.186063,0.932372,1.28819,2,3,0,0.329933,-0.610021,-10
-0.053324,1,1.28819,1,1,0,0.146867,-0.32657,-10
-0.942681,0.791504,1.28819,1,3,0,0.944706,-1.37308,-10
-0.149982,1,1.28819,1,1,0,0.669922,-0.547689,-10
-0.60532,0.851315,1.28819,1,1,0,0.623277,-1.10029,-10
-1.38996,0.75776,1.28819,1,1,0,1.52233,-1.66731,-10
-1.21312,1,1.28819,1,1,0,1.73165,-1.55764,-10
-0.0537603,1,1.28819,1,3,0,0.809087,-0.327903,-10
-0.553855,0.837952,1.28819,1,1,0,0.55399,-1.05248,-10
-0.0232029,1,1.28819,1,3,0,0.369309,-0.21542,-10
-0.500823,0.830108,1.28819,2,3,0,0.888642,1.00082,10
-0.0519658,0.970354,1.28819,2,3,0,0.513032,-0.322384,-10
-0.000471688,0.991629,1.28819,2,3,0,0.0912907,0.0307144,-10
-0.000471688,0.989523,1.28819,1,3,0,0.0290635,0.0307144,-10
-0.00223114,0.999378,1.28819,1,1,0,0.00227506,0.0668003,-10
-0.0178545,0.98737,1.28819,2,3,0,0.0553565,0.188968,-10
-0.391322,0.724597,1.28819,2,3,0,1.26651,0.884672,10
-1.25678,0.876074,1.28819,2,3,0,1.44601,-1.58542,-10
-0.0336046,0.97155,1.28819,1,3,0,1.00955,0.259247,10
-0.00169952,0.997051,1.28819,2,3,0,0.039201,-0.0583014,-10
-0.00235832,0.999767,1.28819,1,1,0,0.00287379,-0.0686778,-10
-1.32342,0.701429,1.28819,1,3,0,1.42855,1.62691,10
-0.0138407,0.981296,1.28819,1,3,0,1.00664,-0.166377,-10
-0.000278181,0.998455,1.28819,2,3,0,0.0182411,0.0235873,-10
-0.346933,0.909722,1.28819,1,3,0,0.364114,0.832986,10
-0.0296349,0.891055,1.28819,2,3,0,0.886748,0.243454,-10
-0.0547601,0.991157,1.28819,1,1,0,0.0623492,0.330938,10
-0.529497,0.866876,1.28819,2,3,0,0.710593,-1.02907,-10
-0.0293734,1,1.28819,1,3,0,0.353927,-0.242377,-10
-0.048456,0.953502,1.28819,2,3,0,0.241043,-0.311307,-10
-0.00430775,0.969086,1.28819,2,3,0,0.159523,-0.0928197,-10
-0.00430775,0.488671,1.28819,1,3,0,1.91366,-0.0928197,-10
-0.8012,0.804402,1.28819,1,3,0,0.877213,1.26586,10
-0.8012,0.522607,1.28819,1,1,0,2.11226,1.26586,10
-2.23421,0.60254,1.28819,1,1,0,2.38204,2.11386,10
-1.45411,1,1.28819,2,3,0,1.96058,-1.70535,-10
-0.103051,1,1.28819,1,3,0,0.977214,-0.453985,-10
-0.165971,0.992667,1.28819,2,3,0,0.194732,-0.576145,-10
-0.245576,0.97225,1.28819,1,1,0,0.2942,-0.700822,-10
-0.989435,0.768764,1.28819,1,1,0,1.01891,-1.40672,-10
-0.0721505,1,1.28819,1,3,0,0.665521,-0.37987,-10
-0.684364,0.805387,1.28819,1,1,0,0.684852,-1.16993,-10
-0.449753,1,1.28819,1,1,0,0.731139,-0.948423,-10
-1.39277,0.87127,1.28819,2,3,0,1.58686,1.66899,10
-0.0735947,0.713864,1.28819,2,3,0,3.24761,0.383653,10
-0.050106,1,1.28819,2,3,0,0.0652925,-0.316563,-10
-1.40694,0.695166,1.28819,1,3,0,1.63777,1.67746,10
-1.24563,1,1.28819,1,1,0,1.76766,1.57838,10
-0.0602014,1,1.28819,1,3,0,0.831265,0.346991,10
-0.38878,0.890333,1.28819,1,1,0,0.391559,0.881793,10
-0.349129,1,1.28819,1,1,0,0.4926,0.835618,10
-1.57098,0.64924,1.28819,1,1,0,1.60637,1.77256,10
-1.10058,1,1.28819,1,1,0,1.73351,1.48363,10
-0.35239,1,1.28819,1,1,0,0.894038,0.839512,10
-3.33464,0.348438,1.28819,1,1,0,3.33708,2.5825,10
-4.5192,0.657856,1.28819,1,1,0,5.54318,3.00639,10
-1.46007,1,1.28819,1,1,0,3.6802,1.70884,10
-3.91008,0.420575,1.28819,1,1,0,4.18991,2.79645,10
-0.929619,1,1.28819,1,1,0,2.96117,1.36354,10
-0.929619,0.527809,1.28819,1,1,0,2.26076,1.36354,10
-0.00226175,0.892357,1.28819,2,3,0,1.41179,-0.0672569,-10
-1.43835,0.543599,1.28819,2,3,0,2.72513,1.69609,10
-0.744609,1,1.28819,1,1,0,1.37816,1.22033,10
-0.209242,1,1.28819,1,1,0,0.584958,0.646903,10
-0.0127519,0.891108,1.28819,2,3,0,0.638101,0.159699,-10
-0.126122,0.965333,1.28819,2,3,0,0.1938,-0.502239,-10
-0.383966,0.965899,1.28819,2,3,0,0.40528,-0.876317,-10
-0.352412,1,1.28819,1,1,0,0.492915,-0.839538,-10
-0.0949749,0.725327,1.28819,2,3,0,1.57956,-0.435832,-10
-0.0595965,1,1.28819,1,1,0,0.0992045,-0.345243,-10
-0.11295,0.8994,1.28819,2,3,0,0.53227,-0.475289,-10
-1.11329,0.702126,1.28819,1,1,0,1.1138,-1.49217,-10
-0.0130263,0.827715,1.28819,2,3,0,2.15882,-0.161408,-10
-0.938331,0.695203,1.28819,2,3,0,1.6095,1.36991,10
-1.186,0.972056,1.28819,2,3,0,1.48444,1.54013,10
-0.00131074,0.865752,1.28819,2,3,0,1.84669,-0.0512003,-10
-0.334606,0.837941,1.28819,2,3,0,0.738803,0.818054,10
-1.8932,0.576374,1.28819,1,1,0,1.91495,1.94587,10
-0.62645,1,1.28819,2,3,0,1.69525,-1.11933,-10
-3.44332,0.369417,1.28819,1,1,0,3.48677,-2.62424,-10
-0.189255,0.804498,1.28819,2,3,0,3.96291,0.615231,10
-0.120899,1,1.28819,2,3,0,0.16542,-0.491731,-10
-0.245756,0.801042,1.28819,2,3,0,1.12805,-0.701079,-10
-0.0990148,0.756602,1.28819,2,3,0,1.2776,-0.445005,-10
-0.369076,0.748213,1.28819,2,3,0,1.38594,-0.859158,-10
-0.842722,0.845823,1.28819,1,1,0,0.923792,-1.29825,-10
-0.0749405,0.947166,1.28819,2,3,0,0.889785,0.387145,10
-0.102665,0.836905,1.28819,2,3,0,0.701509,0.453133,10
-0.43127,0.890324,1.28819,1,1,0,0.442861,0.92873,10
-1.47885,0.690496,1.28819,1,1,0,1.54269,1.7198,10
-1.20643,1,1.28819,2,3,0,1.77201,1.55334,10
-1.20643,0.656286,1.28819,1,1,0,2.27055,1.55334,10
-0.636146,1,1.28819,1,1,0,1.16492,1.12796,10
-2.07656,0.806166,1.28819,2,3,0,2.39975,-2.03792,-10
-0.126066,1,1.28819,1,3,0,1.3902,-0.502127,-10
-0.0227935,1,1.28819,2,3,0,0.0911161,-0.213511,-10
-0.31528,0.907718,1.28819,2,3,0,0.449437,0.794078,10
-0.00278833,0.943471,1.28819,2,3,0,0.598209,0.074677,-10
-0.00677007,0.990078,1.28819,2,3,0,0.0369115,0.116362,-10
-0.104742,0.909495,1.28819,2,3,0,0.357621,0.457693,10
-1.01722,0.724277,1.28819,1,1,0,1.01778,1.42633,10
-0.038399,0.914797,1.28819,2,3,0,1.24005,-0.277125,-10
-0.276558,0.919252,1.28819,1,1,0,0.2778,-0.743718,-10
-0.551976,0.969075,1.28819,2,3,0,0.568491,1.05069,10
-0.264406,1,1.28819,1,1,0,0.512505,0.727195,10
-0.107074,0.742005,1.28819,2,3,0,1.37733,0.46276,10
-0.717743,0.899351,1.28819,2,3,0,0.722159,1.19812,10
-0.0165949,0.930336,1.28819,2,3,0,0.93142,-0.182181,-10
-0.0165949,0.739176,1.28819,1,3,0,0.774395,-0.182181,-10
-0.86669,0.792224,1.28819,1,3,0,0.980716,1.31658,10
-0.445187,1,1.28819,1,1,0,0.827732,0.943596,10
-1.39023,0.869884,1.28819,2,3,0,1.58752,-1.66747,-10
-0.249631,1,1.28819,2,3,0,1.45584,0.706585,10
-0.891398,0.797017,1.28819,1,1,0,0.926578,1.33521,10
-0.0441663,0.929557,1.28819,2,3,0,1.04325,-0.297208,-10
-0.238773,0.933515,1.28819,1,1,0,0.241949,-0.691048,-10
-0.0513125,1,1.28819,2,3,0,0.177417,-0.320351,-10
-0.19681,0.977986,1.28819,2,3,0,0.203403,-0.627391,-10
-0.000212788,1,1.28819,1,3,0,0.136722,-0.0206295,-10
-0.748312,0.65731,1.28819,2,3,0,1.76343,1.22337,10
-0.240588,1,1.28819,2,3,0,0.608567,0.693668,10
-0.122127,1,1.28819,1,1,0,0.228653,0.494221,10
-0.201577,0.972303,1.28819,1,1,0,0.235165,0.634944,10
-1.13182,0.85859,1.28819,2,3,0,1.14515,1.50454,10
-0.0861175,1,1.28819,1,3,0,0.762375,0.415012,10
-0.00770167,1,1.28819,2,3,0,0.058398,0.12411,-10
-1.35311,0.698607,1.28819,1,3,0,1.39838,1.64506,10
-0.0387346,1,1.28819,1,3,0,0.903103,0.278333,10
-0.691073,0.785988,1.28819,2,3,0,1.18933,-1.17565,-10
-0.691073,0.684209,1.28819,1,1,0,1.52329,-1.17565,-10
-1.16212,0.948867,1.28819,2,3,0,1.16996,1.52455,10
-0.52019,1,1.28819,1,1,0,1.05142,1.01999,10
-0.00740491,0.943707,1.28819,2,3,0,0.709318,-0.121696,-10
-0.00740491,0.407689,1.28819,1,3,0,2.61171,-0.121696,-10
-1.07716,0.751022,1.28819,1,3,0,1.11076,-1.46776,-10
-1.72218,0.932034,1.28819,2,3,0,1.72716,1.8559,10
-0.514062,1,1.28819,2,3,0,1.57722,-1.01396,-10
-0.367775,0.657621,1.28819,2,3,0,2.68579,-0.857642,-10
-0.217961,0.955371,1.28819,2,3,0,0.608576,0.660244,10
-0.423482,0.688349,1.28819,2,3,0,1.97695,0.920307,10
-1.85418,0.809973,1.28819,2,3,0,1.89903,1.92571,10
-1.33429,1,1.28819,1,1,0,2.07478,1.63358,10
-0.837898,1,1.28819,2,3,0,1.16235,-1.29453,-10
-0.837898,0.468588,1.28819,1,1,0,2.34265,-1.29453,-10
-0.0360365,0.81322,1.28819,2,3,0,1.88927,-0.268464,-10
-0.158295,0.957699,1.28819,1,1,0,0.162092,-0.562663,-10
-3.39714,0.433709,1.28819,1,3,0,3.41142,-2.60659,-10
-2.25694,1,1.28819,2,3,0,2.99529,2.12459,10
-1.01436,1,1.28819,2,3,0,1.93365,-1.42433,-10
-0.00829395,0.987249,1.28819,1,3,0,0.764122,0.128794,-10
-0.782892,0.588806,1.28819,2,3,0,2.18161,1.25131,10
-1.70675,0.907123,1.28819,2,3,0,1.88502,1.84757,10
-1.12204,1,1.28819,1,1,0,1.82372,1.49802,10
-0.0971116,0.953991,1.28819,1,3,0,1.03324,-0.440708,-10
-1.34851,0.680081,1.28819,2,3,0,1.92351,1.64226,10
-0.299598,1,1.28819,1,1,0,1.00805,0.774077,10
-0.359477,0.979054,1.28819,1,1,0,0.457185,0.847911,10
-0.0359307,0.881345,1.28819,2,3,0,0.951139,0.26807,10
-0.0714431,0.935402,1.28819,2,3,0,0.330638,0.378003,10
-0.0714431,0.849529,1.28819,1,1,0,0.371671,0.378003,10
-0.12376,0.993892,1.28819,2,3,0,0.142833,0.497514,10
-0.56679,0.913424,1.28819,2,3,0,0.719012,-1.0647,-10
-0.242984,1,1.28819,1,1,0,0.504783,-0.697113,-10
-2.82641,0.401197,1.28819,1,1,0,2.82641,-2.37757,-10
-0.809284,1,1.28819,1,1,0,2.2305,-1.27223,-10
-0.236575,0.664994,1.28819,2,3,0,2.91537,-0.687859,-10
-1.43491,0.654659,1.28819,1,1,0,1.44789,-1.69406,-10
-3.16169,0.847701,1.28819,2,3,0,3.31752,2.51464,10
-0.013684,1,1.28819,1,3,0,2.16418,0.165433,-10
-0.000461286,0.998637,1.28819,2,3,0,0.0169448,-0.0303739,-10
-0.0024516,0.999297,1.28819,1,1,0,0.00248598,-0.0700228,-10
-0.0439469,0.972482,1.28819,2,3,0,0.11811,-0.296469,-10
-0.345213,0.898971,1.28819,1,1,0,0.346208,-0.830919,-10
-0.168574,1,1.28819,1,1,0,0.322976,-0.580644,-10
-0.0159307,1,1.28819,1,1,0,0.114636,-0.178498,-10
-0.016148,0.999923,1.28819,1,1,0,0.0217482,-0.179711,-10
-0.657379,0.691124,1.28819,2,3,0,1.59977,-1.14663,-10
-0.571741,1,1.28819,2,3,0,0.817302,-1.06934,-10
-2.22309,0.557781,1.28819,1,1,0,2.2952,-2.10859,-10
-2.22309,0.370385,1.28819,1,1,0,4.53099,-2.10859,-10
-0.329073,1,1.28819,1,1,0,1.56675,-0.811262,-10
-0.329073,0.297798,1.28819,1,3,0,3.42019,-0.811262,-10
-0.315974,0.718529,1.28819,2,3,0,1.99244,-0.794951,-10
-0.315974,0.340151,1.28819,1,1,0,2.28837,-0.794951,-10
-0.058862,1,1.28819,1,1,0,0.229375,-0.343109,-10
-0.00707699,0.99691,1.28819,1,3,0,0.0575883,0.118971,-10
-0.849435,0.794471,1.28819,1,3,0,0.938117,-1.30341,-10
-1.99389,0.667249,1.28819,1,1,0,2.17637,-1.99694,-10
-0.0363275,1,1.28819,1,3,0,1.33704,-0.269546,-10
-0.078622,0.995053,1.28819,2,3,0,0.08694,-0.39654,-10
-0.846603,0.762236,1.28819,1,1,0,0.846686,-1.30123,-10
-0.00515813,0.990796,1.28819,1,3,0,0.631541,0.101569,-10
-0.12644,0.968204,1.28819,1,3,0,0.12718,0.502873,10
-1.24577,0.818208,1.28819,2,3,0,1.24635,1.57846,10
-3.66287,0.744034,1.28819,2,3,0,4.1164,-2.70661,-10
-0.390152,1,1.28819,1,1,0,2.50878,-0.883348,-10
-0.41224,0.992222,1.28819,1,1,0,0.546995,-0.908009,-10
-0.189163,1,1.28819,1,1,0,0.376463,-0.615081,-10
-0.559993,0.947813,1.28819,2,3,0,0.630461,1.05829,10
-0.724214,0.943597,1.28819,1,1,0,0.900314,1.20351,10
-0.0686374,0.955648,1.28819,2,3,0,0.755263,-0.370506,-10
-0.0686374,0.796142,1.28819,1,1,0,0.485683,-0.370506,-10
-0.0255651,1,1.28819,1,1,0,0.0582986,-0.22612,-10
-0.0258092,0.999914,1.28819,1,1,0,0.0348115,-0.227197,-10
-0.000201357,1,1.28819,1,3,0,0.0175205,-0.0200677,-10
-0.07014,0.954293,1.28819,2,3,0,0.182524,-0.37454,-10
-0.07014,0.81067,1.28819,1,3,0,0.590069,-0.37454,-10
-0.000292861,0.987849,1.28819,2,3,0,0.127162,-0.0242017,-10
-0.13551,0.963187,1.28819,1,3,0,0.146552,0.520596,10
-0.3524,0.92619,1.28819,1,1,0,0.379073,0.839524,10
-0.918295,0.818684,1.28819,1,1,0,0.987532,1.35521,10
-0.918295,0.853009,1.28819,1,1,0,1.47704,1.35521,10
-0.317831,1,1.28819,2,3,0,0.762667,0.797285,10
-0.45703,0.951981,1.28819,1,1,0,0.551613,0.956065,10
-0.0135068,1,1.28819,1,3,0,0.30497,0.164358,-10
-0.52454,0.800329,1.28819,2,3,0,1.00654,-1.02425,-10
-0.425407,1,1.28819,2,3,0,0.626439,-0.922396,-10
-0.68447,0.970828,1.28819,2,3,0,0.803266,-1.17002,-10
-0.00847429,0.909986,1.28819,2,3,0,1.17053,0.130187,-10
-0.347212,0.913271,1.28819,1,3,0,0.351802,0.833321,10
-1.1001,0.766313,1.28819,1,1,0,1.15633,1.48331,10
-2.83147,0.542223,1.28819,1,1,0,3.05001,2.37969,10
-1.21211,1,1.28819,2,3,0,2.43573,-1.55699,-10
-0.00216607,0.846896,1.28819,2,3,0,2.12263,-0.0658191,-10
-0.0242147,0.992904,1.28819,2,3,0,0.0333326,0.220067,-10
-0.098003,0.974251,1.28819,1,1,0,0.100891,0.442726,10
-1.00041,0.780454,1.28819,1,3,0,1.26016,-1.4145,-10
-0.00473034,0.88974,1.28819,2,3,0,1.47424,0.097266,-10
-0.217956,0.941793,1.28819,1,3,0,0.247832,-0.660236,-10
-0.217956,0.823051,1.28819,1,1,0,0.605248,-0.660236,-10
-0.0969861,1,1.28819,1,1,0,0.196763,-0.440423,-10
-0.993225,0.761118,1.28819,2,3,0,1.53772,1.40941,10
-0.0605035,1,1.28819,1,3,0,0.664982,0.34786,10
-0.832647,0.76869,1.28819,2,3,0,1.36823,-1.29046,-10
-0.161819,1,1.28819,2,3,0,0.853064,0.568892,10
-1.13628,0.70858,1.28819,1,1,0,1.142,1.5075,10
-0.0124504,1,1.28819,1,3,0,0.767461,0.1578,-10
-0.3362,0.917395,1.28819,1,3,0,0.338602,0.819999,10
-0.0105172,0.860867,1.28819,2,3,0,0.920887,0.145033,-10
-1.19293,0.568197,1.28819,2,3,0,2.51855,-1.54462,-10
-0.961673,1,1.28819,1,1,0,1.41986,-1.38685,-10
-0.712841,1,1.28819,2,3,0,1.09311,-1.19402,-10
-0.412958,1,1.28819,2,3,0,0.613463,0.908799,10
-0.264219,1,1.28819,2,3,0,0.361065,-0.726938,-10
-0.038822,1,1.28819,2,3,0,0.186062,-0.278647,-10
-0.0646345,0.938785,1.28819,2,3,0,0.320345,-0.35954,-10
-0.349614,0.904162,1.28819,1,1,0,0.354255,-0.836198,-10
-0.859123,0.835167,1.28819,1,1,0,0.931422,-1.31082,-10
-0.546206,1,1.28819,2,3,0,0.90307,-1.04519,-10
-0.181597,1,1.28819,1,1,0,0.448385,-0.602655,-10
-0.0630076,1,1.28819,1,1,0,0.150931,-0.354986,-10
-0.0644221,0.930938,1.28819,2,3,0,0.394339,-0.358949,-10
-0.0538353,0.890274,1.28819,2,3,0,0.463625,-0.328132,-10
-0.129813,0.973498,1.28819,1,1,0,0.141125,-0.509535,-10
-0.0361754,1,1.28819,2,3,0,0.120851,0.268981,10
-0.0121456,0.959935,1.28819,2,3,0,0.175371,0.155857,-10
-0.00146874,0.999658,1.28819,2,3,0,0.0141503,-0.0541986,-10
-0.0426274,0.974643,1.28819,2,3,0,0.107571,-0.291984,-10
-0.010034,0.960068,1.28819,2,3,0,0.182611,-0.141661,-10
-0.0340624,0.972022,1.28819,2,3,0,0.131534,-0.261007,-10
-0.153525,0.83509,1.28819,2,3,0,0.687498,-0.554121,-10
-0.0920964,1,1.28819,1,1,0,0.156986,-0.429177,-10
-0.049899,1,1.28819,2,3,0,0.0787941,0.315908,10
-0.0226317,1,1.28819,2,3,0,0.0453684,0.212752,-10
-0.0226317,0.782848,1.28819,1,3,0,0.732031,0.212752,-10
-0.710346,0.665622,1.28819,2,3,0,1.77663,1.19193,10
-0.710346,0.190889,1.28819,1,1,0,3.75738,1.19193,10
-5.61091,0.176848,1.28819,1,1,0,5.62659,3.3499,10
-2.2507,1,1.28819,1,1,0,4.88275,2.12165,10
-1.76782,1,1.28819,1,1,0,2.64026,1.88033,10
-0.0919486,1,1.28819,1,3,0,1.18062,0.428832,10
-0.948204,0.854833,1.28819,2,3,0,0.948432,1.3771,10
-0.305646,1,1.28819,1,1,0,0.77168,0.781852,10
-0.0729289,0.764008,1.28819,2,3,0,1.31517,0.381913,10
-1.11158,0.753664,1.28819,1,3,0,1.34858,-1.49102,-10
-0.145518,0.680657,1.28819,2,3,0,3.13927,-0.539478,-10
-0.255194,0.788646,1.28819,2,3,0,1.23913,-0.714415,-10
-0.00806577,0.93892,1.28819,2,3,0,0.550325,-0.12701,-10
-0.0803862,0.974757,1.28819,1,1,0,0.0804184,-0.400964,-10
-0.0317086,1,1.28819,1,1,0,0.069561,-0.251828,-10
-0.31124,0.905905,1.28819,1,1,0,0.311392,-0.788975,-10
-1.16599,0.341142,1.28819,2,3,0,5.51119,-1.52708,-10
-0.149365,1,1.28819,1,1,0,0.810067,-0.546562,-10
-0.143844,1,1.28819,1,1,0,0.197468,-0.536366,-10
-0.0188826,0.943697,1.28819,2,3,0,0.406524,-0.194333,-10
-0.724212,0.82866,1.28819,1,3,0,0.733065,-1.2035,-10
-0.227143,1,1.28819,1,1,0,0.585019,-0.674008,-10
-0.00549416,0.972374,1.28819,2,3,0,0.36061,0.104825,-10
-0.000248319,1,1.28819,1,3,0,0.00366472,0.0222854,-10
-0.00917033,0.99265,1.28819,2,3,0,0.0277942,0.135428,-10
-0.000589808,0.999655,1.28819,1,3,0,0.00807417,-0.0343456,-10
-0.0207761,0.994599,1.28819,1,3,0,0.0210037,-0.203844,-10
-0.00960829,1,1.28819,1,1,0,0.0190295,-0.138624,-10
-0.0224601,0.967217,1.28819,2,3,0,0.124136,-0.211944,-10
-0.0381372,0.994473,1.28819,1,1,0,0.0442085,-0.276178,-10
-0.115806,0.857783,1.28819,2,3,0,0.584865,-0.481261,-10
-0.512442,0.869167,1.28819,1,1,0,0.524502,-1.01237,-10
-0.127048,1,1.28819,1,1,0,0.391421,-0.50408,-10
-0.0750006,1,1.28819,2,3,0,0.109591,0.3873,10
-0.0295491,1,1.28819,1,1,0,0.064875,0.243101,-10
-0.0391175,0.931499,1.28819,2,3,0,0.271311,0.279705,10
-0.59422,0.605411,1.28819,2,3,0,2.03506,1.09016,10
-0.0581893,0.963853,1.28819,2,3,0,0.61573,-0.341143,-10
-0.0869573,0.916741,1.28819,2,3,0,0.450302,-0.417031,-10
-0.145732,0.793987,1.28819,2,3,0,0.915043,-0.539874,-10
-0.00338494,0.981752,1.28819,2,3,0,0.232576,0.0822793,-10
-3.22339,0.437492,1.28819,1,3,0,3.37814,2.53905,10
-1.58576,1,1.28819,1,1,0,3.02472,1.78087,10
