# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = bayes_model
# start_datetime = 2023-01-12 08:49:12 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\bayes\bayes.data.R
# init = 2 (Default)
# random
#   seed = 2891238466 (Default)
# output
#   file = examples\bayes\bayesvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,w.1,w.2,w.3,norm1,norm2,norm3,norm4,norm5,norm6
0,-13.6056,-6.4758,0.00706169,0.00550757,-0.231677,0.373856,-0.106398,0.0483456,0.15418,-0.15656,-0.039133
0,-10.8809,-5.15175,0.00894612,0.00524056,-0.302516,0.347435,-0.0666356,0.314702,0.249952,-0.121554,-0.173531
0,-12.854,-3.76274,0.0095252,0.00273558,-0.294926,0.196576,-0.111518,0.0128033,0.30521,-0.0338912,-0.0565666
0,-16.133,-6.22919,0.00812215,0.00283104,-0.314062,0.133775,-0.464488,0.0895048,0.149044,-0.0472711,-0.0275806
0,-8.60148,-3.98856,0.00684633,0.00170208,-0.323119,0.218478,-0.124731,0.0297916,0.106878,-0.272755,-0.159067
0,-7.79167,-3.78365,0.0102481,0.00325161,-0.349202,0.335467,-0.232723,0.128923,0.215327,-0.106113,-0.0451727
0,-12.9393,-6.00123,0.00776609,0.00193432,-0.301602,0.507524,-0.0228238,0.0134712,0.224115,-0.11359,-0.13786
0,-10.4455,-2.19098,0.00829657,0.00220027,-0.279707,0.255444,-0.05119,0.0331724,0.172154,-0.0722561,-0.0391633
0,-9.18898,-2.50445,0.00905111,0.00222917,-0.342588,0.213255,-0.213921,0.0300551,0.0989635,-0.126023,-0.165394
0,-27.531,-4.73033,0.00874319,0.00486985,-0.195294,0.185927,-0.189399,0.0626276,0.142924,-0.108029,-0.106764
0,-15.0957,-5.32622,0.00763904,0.00288473,-0.29842,0.146958,-0.329529,0.356022,0.120919,-0.0618347,-0.0963065
0,-33.7132,-6.49072,0.00999829,0.00382771,-0.304921,0.261886,-0.387234,0.0321185,0.164011,-0.0988694,-0.56267
0,-18.4773,-8.09694,0.00959437,0.00427387,-0.287647,0.156611,-0.0117056,0.0222752,0.310289,-0.0935418,-0.0630785
0,-10.9711,-3.9478,0.0076421,0.00440161,-0.28784,0.260705,-0.057527,0.0149637,0.285124,-0.0927968,-0.0549814
0,-29.1915,-8.772,0.00845161,0.00128298,-0.326078,0.864592,-0.0303044,0.0859982,0.415131,-0.142963,-0.0768709
0,-15.4513,-6.44554,0.00816277,0.00190077,-0.42236,0.523993,-0.112223,0.0884908,0.196655,-0.219429,-0.123429
0,-11.0694,-4.44239,0.00743272,0.000714237,-0.341549,0.324851,-0.154062,0.02307,0.266354,-0.29641,-0.109714
0,-12.6965,-7.33162,0.00723883,0.000531594,-0.297631,0.0972692,-0.222359,0.0311094,0.398428,-0.154443,-0.0615829
0,-12.7482,-4.52011,0.0114131,0.001426,-0.329315,0.216939,-0.122365,0.0734874,0.185768,-0.0801327,-0.27704
0,-11.4955,-4.76935,0.00835631,0.00185093,-0.347704,0.413322,-0.198143,0.0189277,0.436128,-0.167565,-0.0835467
0,-14.6722,-2.8258,0.00853478,0.00364925,-0.281775,0.177046,-0.065902,0.0287567,0.246186,-0.293659,-0.11809
0,-9.25363,-4.0822,0.00922876,0.00446821,-0.378798,0.395676,-0.0933098,0.047457,0.102798,-0.112801,-0.0792833
0,-11.0014,-1.34189,0.00942733,0.00242816,-0.314158,0.211922,-0.129384,0.0326438,0.150956,-0.0817548,-0.0486898
0,-18.9391,-6.5531,0.0110976,0.00376526,-0.282981,0.21244,-0.0832594,0.0909983,0.575577,-0.0733012,-0.232567
0,-12.1266,-4.22482,0.00941476,0.00370841,-0.317373,0.148568,-0.262595,0.167077,0.373998,-0.0613672,-0.106511
0,-14.922,-5.07574,0.00764749,0.00229416,-0.274763,0.26025,-0.495894,0.156147,0.311381,-0.0476332,-0.201504
0,-8.25528,-2.45745,0.010267,0.00262586,-0.32379,0.27155,-0.2204,0.136698,0.266473,-0.0697474,-0.131299
0,-11.7465,-4.15369,0.00865154,0.00188085,-0.344042,0.102139,-0.0985584,0.0516311,0.333399,-0.049868,-0.108247
0,-18.4555,-2.12823,0.00938903,0.00391888,-0.236681,0.221371,-0.0713866,0.0445881,0.214919,-0.12568,-0.140268
0,-7.10007,-1.80796,0.00978257,0.00204159,-0.354678,0.28574,-0.106737,0.103944,0.214342,-0.0987395,-0.157913
0,-11.2754,-5.53549,0.00923107,0.00261898,-0.392466,0.102514,-0.188622,0.0559238,0.1141,-0.0814645,-0.0709346
0,-8.31951,-2.6108,0.00899554,0.00256559,-0.328631,0.4435,-0.240097,0.03811,0.236656,-0.0438904,-0.140993
0,-12.0752,-1.89374,0.00967045,0.00383814,-0.319987,0.238383,-0.103669,0.026036,0.247356,-0.0453306,-0.122727
0,-15.0363,-9.47979,0.00937306,0.000352147,-0.293665,0.101777,-0.0279814,0.0872308,0.131578,-0.216524,-0.0238504
0,-19.9927,-5.38774,0.00833854,0.00247079,-0.262856,0.268809,-0.0517744,0.0176782,0.0883569,-0.461756,-0.0995801
0,-11.1395,-5.00744,0.0104123,0.0044466,-0.341403,0.346696,-0.0528502,0.0658375,0.252978,-0.0311422,-0.0514278
0,-9.30941,-2.66148,0.00765523,0.000551122,-0.298493,0.335779,-0.126914,0.0990618,0.220531,-0.119073,-0.0550188
0,-14.9732,-9.62373,0.0083104,-0.00214713,-0.288397,0.367956,-0.193604,0.0328379,0.102696,-0.020614,-0.0680383
0,-8.33353,-2.03914,0.00840678,0.00195153,-0.223554,0.291409,-0.0963248,0.0998567,0.233208,-0.103469,-0.0830819
0,-6.64114,-4.67767,0.00935373,0.00482162,-0.350833,0.459263,-0.0817427,0.124705,0.301796,-0.130668,-0.0667545
0,-8.61012,-2.29898,0.00737296,0.00225456,-0.294068,0.26386,-0.336843,0.0464648,0.200539,-0.144486,-0.0813134
0,-9.22772,-6.64194,0.00742386,0.00315396,-0.327699,0.375554,-0.0967082,0.0853365,0.234534,-0.170103,-0.0156223
0,-11.5519,-5.16205,0.0107419,0.00253019,-0.343537,0.418495,-0.039211,0.0636953,0.105094,-0.102767,-0.0476899
0,-12.3643,-6.70468,0.00711998,0.00382956,-0.387468,0.131267,-0.0922701,0.0185684,0.178067,-0.0273396,-0.13544
0,-10.941,-7.23883,0.00697748,0.00425111,-0.310888,0.444835,-0.0227854,0.172338,0.307098,-0.0454285,-0.0789011
0,-8.92206,-2.12179,0.00980849,0.00332438,-0.29381,0.44765,-0.183563,0.0862882,0.195358,-0.0621007,-0.0852355
0,-10.4038,-7.72185,0.0064842,0.00340289,-0.314502,0.243006,-0.245094,0.0331625,0.0461938,-0.0753772,-0.210405
0,-12.291,-4.57832,0.00837253,0.00489906,-0.330592,0.159219,-0.203124,0.236709,0.159076,-0.0458148,-0.121178
0,-9.03418,-6.22747,0.00950635,-0.00134047,-0.324299,0.418895,-0.152587,0.0417445,0.150065,-0.165639,-0.191717
0,-17.1897,-3.6461,0.00799371,0.00452447,-0.23869,0.238251,-0.122957,0.0157882,0.137247,-0.144542,-0.0920652
0,-8.26094,-2.21918,0.00786276,0.00176514,-0.328274,0.20743,-0.111565,0.0596625,0.313674,-0.21909,-0.129035
0,-14.863,-4.26858,0.00858659,0.00302145,-0.27922,0.338518,-0.0407453,0.0414381,0.0997315,-0.223912,-0.280885
0,-12.8899,-6.57354,0.0102913,0.000207831,-0.349053,0.232138,-0.282423,0.099574,0.171846,-0.482462,-0.118411
0,-9.45923,-1.8346,0.00879884,0.00139055,-0.342547,0.258589,-0.107432,0.118221,0.156897,-0.0382522,-0.104261
0,-7.83271,-2.65203,0.00757327,0.00388406,-0.316102,0.283709,-0.167844,0.142675,0.104559,-0.122769,-0.121583
0,-10.7317,-3.01888,0.00824151,0.00124692,-0.344172,0.331603,-0.122382,0.100081,0.144093,-0.0247222,-0.105091
0,-11.2973,-6.51682,0.00600716,0.00275895,-0.261122,0.130107,-0.0684501,0.0136491,0.25795,-0.0776444,-0.068641
0,-13.6683,-6.08317,0.00863471,0.00319453,-0.253072,0.209322,-0.0234671,0.374201,0.287049,-0.0686791,-0.0772894
0,-11.6136,-6.08952,0.00888191,-0.000932899,-0.318738,0.442871,-0.148454,0.0289028,0.126224,-0.274669,-0.0958151
0,-7.7192,-2.29947,0.00899091,0.00362225,-0.342905,0.40521,-0.0950708,0.0559159,0.198328,-0.221097,-0.0842146
0,-7.70183,-8.45585,0.00948334,0.00470116,-0.412971,0.395152,-0.281342,0.26605,0.322029,-0.115269,-0.090031
0,-8.61626,-2.34948,0.00840203,0.00347293,-0.325191,0.408989,-0.0809171,0.104794,0.184119,-0.0333806,-0.0868825
0,-8.97941,-2.50001,0.00857026,0.00212822,-0.374952,0.167396,-0.0981073,0.0541006,0.205017,-0.172953,-0.0759974
0,-13.1138,-4.40871,0.00732875,-9.91904e-005,-0.356216,0.172296,-0.100274,0.0324077,0.179572,-0.0654024,-0.168199
0,-33.6339,-7.28353,0.0102899,0.00277007,-0.256427,0.113842,-0.398483,0.0739573,0.159545,-0.0931687,-0.40303
0,-10.6455,-5.31911,0.00870153,0.000693507,-0.279719,0.262873,-0.0644356,0.0244076,0.369455,-0.132376,-0.0269449
0,-12.1644,-3.10695,0.00830847,0.00283845,-0.296488,0.2308,-0.0262219,0.020814,0.15096,-0.0595395,-0.0749141
0,-10.9656,-2.61741,0.00856889,0.00311835,-0.294399,0.231943,-0.146238,0.31481,0.187329,-0.0753665,-0.176079
0,-9.36777,-2.15428,0.00858394,0.00318176,-0.350554,0.276156,-0.148487,0.0415317,0.107831,-0.0706927,-0.0522691
0,-12.0257,-4.75519,0.00761059,0.00322353,-0.231899,0.303806,-0.13101,0.0241651,0.509611,-0.102289,-0.0798115
0,-9.61107,-1.65786,0.00773143,0.00274494,-0.298142,0.200658,-0.0499643,0.0949228,0.188838,-0.0485046,-0.0895975
0,-13.4342,-7.42284,0.0085252,0.00361118,-0.414705,0.301023,-0.0892272,0.014609,0.209359,-0.0836,-0.412481
0,-13.9726,-5.77262,0.0111256,0.00309727,-0.373969,0.140936,-0.0599297,0.140448,0.175279,-0.16178,-0.124895
0,-7.7395,-1.72174,0.00854823,0.00173365,-0.343508,0.285821,-0.0867411,0.13558,0.228687,-0.158268,-0.111501
0,-9.85545,-3.23354,0.00977474,0.00154673,-0.296892,0.289226,-0.316794,0.0973466,0.227352,-0.0377991,-0.0553205
0,-16.8771,-5.97523,0.00881202,0.00309689,-0.274131,0.750848,-0.0319186,0.0603467,0.115664,-0.143864,-0.110589
0,-16.6451,-3.60995,0.00935834,0.00254758,-0.223748,0.261354,-0.0535714,0.0598933,0.245926,-0.0661786,-0.286884
0,-16.7871,-4.36257,0.010805,0.00187352,-0.30447,0.112266,-0.11395,0.0546055,0.144169,-0.135675,-0.0564688
0,-10.5924,-6.89855,0.0100376,0.00286181,-0.36857,0.435209,-0.388113,0.013284,0.356797,-0.0779637,-0.0695036
0,-8.46064,-2.12862,0.00942524,0.00187653,-0.346633,0.184377,-0.247307,0.0750402,0.247999,-0.0625695,-0.103577
0,-11.9295,-4.4477,0.00994959,0.00271633,-0.33791,0.1916,-0.034626,0.0312086,0.375372,-0.129749,-0.0541124
0,-24.7096,-10.4845,0.00612544,0.000766208,-0.343617,0.286262,-0.0237705,0.230817,0.362362,-0.088609,-0.35151
0,-9.26024,-3.8311,0.00863854,0.00331055,-0.398601,0.286263,-0.0907689,0.0204517,0.220865,-0.0738562,-0.179745
0,-27.7171,-5.00904,0.00771917,0.00254232,-0.281362,0.204842,-0.0541846,0.0439744,0.176022,-0.700466,-0.073555
0,-10.5733,-2.751,0.00932618,0.00317601,-0.317373,0.247922,-0.0728529,0.245013,0.213569,-0.0439364,-0.172411
0,-11.6249,-5.2415,0.00754386,0.00188692,-0.387636,0.348043,-0.308052,0.124799,0.0994475,-0.0628707,-0.118936
0,-9.89005,-2.40566,0.00992817,0.00226529,-0.362874,0.227549,-0.0720466,0.117065,0.165615,-0.079826,-0.0626331
0,-13.3165,-2.8407,0.00888619,0.00253588,-0.268161,0.241315,-0.144722,0.0130858,0.198434,-0.0868951,-0.253632
0,-14.012,-3.67555,0.00931949,0.00521135,-0.270691,0.347301,-0.0636247,0.133477,0.16347,-0.111322,-0.0618867
0,-16.2371,-4.31724,0.00963376,0.00277055,-0.306478,0.103923,-0.0508125,0.108867,0.126304,-0.0482762,-0.153848
0,-16.7934,-5.9656,0.0077097,0.00375308,-0.214597,0.362313,-0.0435108,0.0814102,0.251029,-0.110402,-0.346081
0,-12.2723,-6.93341,0.00714567,0.0039919,-0.284415,0.239334,-0.0128593,0.0710652,0.113297,-0.0441192,-0.0901044
0,-10.605,-2.93434,0.0078374,0.00180851,-0.217962,0.272643,-0.109203,0.0375582,0.121604,-0.106459,-0.0597953
0,-11.3763,-5.416,0.00815302,0.00227196,-0.395195,0.26857,-0.330883,0.107269,0.373475,-0.125504,-0.0629609
0,-9.09376,-2.83519,0.00806115,0.00163996,-0.288744,0.228982,-0.1934,0.0412732,0.257418,-0.0216905,-0.121569
0,-10.1468,-3.55978,0.00987542,0.00284704,-0.342367,0.242767,-0.0357662,0.0604306,0.359024,-0.0828343,-0.179748
0,-9.55758,-2.76097,0.0084858,0.00216001,-0.279779,0.244556,-0.177217,0.0350204,0.280789,-0.254072,-0.0463064
0,-9.16733,-5.06047,0.00933063,0.00151192,-0.254533,0.331826,-0.11438,0.164629,0.517384,-0.171644,-0.0605448
0,-20.3692,-3.91639,0.00873668,0.0051786,-0.282076,0.216546,-0.140806,0.0225653,0.102536,-0.146053,-0.180189
0,-12.6409,-4.14643,0.00923954,0.00133313,-0.232589,0.202336,-0.121797,0.317569,0.195214,-0.168425,-0.0892785
0,-10.3611,-4.7185,0.0073384,0.00287869,-0.262337,0.295411,-0.0287502,0.0222472,0.260198,-0.18963,-0.0577022
0,-13.4392,-5.62133,0.0073317,0.0012538,-0.261178,0.119434,-0.428909,0.055952,0.11142,-0.110816,-0.0846703
0,-11.8398,-2.16768,0.00929839,0.00248817,-0.319475,0.145023,-0.206574,0.0507086,0.159149,-0.0457144,-0.15944
0,-12.1348,-3.63679,0.00902479,0.00138816,-0.292842,0.126177,-0.102123,0.0206445,0.264877,-0.0384934,-0.0686751
0,-12.9934,-4.28491,0.0106589,0.00221205,-0.318585,0.114605,-0.164064,0.055963,0.333721,-0.0990851,-0.105209
0,-8.01673,-2.91276,0.0102399,0.00120528,-0.327563,0.299211,-0.233165,0.0793852,0.128736,-0.167812,-0.133423
0,-7.88262,-3.23309,0.00719168,0.00407328,-0.296146,0.425199,-0.190904,0.0894836,0.174637,-0.152775,-0.149641
0,-18.8431,-5.10389,0.0101941,0.00355933,-0.321533,0.183035,-0.240972,0.0155332,0.0798674,-0.169557,-0.0818802
0,-15.9376,-3.30874,0.010624,0.00402709,-0.328309,0.171172,-0.0725794,0.100229,0.193016,-0.0492483,-0.0748863
0,-7.54237,-2.70295,0.00864388,0.00319244,-0.334299,0.400599,-0.171164,0.113622,0.234433,-0.0512974,-0.0489299
0,-18.1974,-4.51406,0.00903866,0.00291268,-0.287797,0.175514,-0.334425,0.0129905,0.174961,-0.0690673,-0.281196
0,-11.2278,-2.13414,0.010322,0.00205636,-0.293697,0.324205,-0.0798232,0.0607572,0.150878,-0.224144,-0.0881273
0,-13.4319,-5.30886,0.00989966,0.00100801,-0.274083,0.297422,-0.225524,0.0168682,0.25234,-0.372965,-0.180002
0,-7.73744,-4.57431,0.00643263,0.00474092,-0.349281,0.227264,-0.110063,0.0524055,0.24269,-0.168774,-0.145429
0,-20.4712,-4.33188,0.0098898,0.00250939,-0.20722,0.303669,-0.299925,0.0765436,0.117098,-0.0842621,-0.0660531
0,-13.3792,-5.11211,0.00757747,0.00111596,-0.306938,0.383269,-0.284929,0.0962612,0.409743,-0.0339616,-0.0705187
0,-11.7729,-3.25728,0.00994463,0.00321054,-0.32268,0.246707,-0.209023,0.113906,0.128727,-0.0747657,-0.0352997
0,-15.2576,-3.94449,0.00947751,0.00285349,-0.252333,0.164209,-0.126148,0.0192836,0.442291,-0.0612349,-0.102945
0,-11.3948,-3.78114,0.00999814,0.00223026,-0.315743,0.240079,-0.179435,0.00787874,0.192548,-0.109864,-0.0719567
0,-9.036,-1.77393,0.00884615,0.00201212,-0.306022,0.282362,-0.136025,0.119422,0.125598,-0.0555474,-0.2195
0,-31.9863,-8.60022,0.0102302,0.00454332,-0.24584,0.105867,-0.0785709,0.00861291,0.189514,-0.0262175,-0.12055
0,-10.4393,-3.14778,0.00991448,0.00421354,-0.330378,0.209365,-0.180489,0.17656,0.267901,-0.122902,-0.0870583
0,-14.2171,-5.22398,0.00883643,0.00361069,-0.337047,0.376039,-0.418555,0.0179357,0.0895495,-0.0797611,-0.0611856
